scope,station,from_line,from_direction_key,to_line,to_direction_key,position_primary,status,source_kind,canonical_namu_url,evidence_url,note
future_network,구성,수인분당선,보정,GTX-A,성남,,needs_verification,topology_scaffold,https://namu.wiki/w/%EC%88%98%EB%8F%84%EA%B6%8C%20%EC%A0%84%EC%B2%A0%20%ED%99%98%EC%8A%B9%20%EC%A0%95%EB%B3%B4/%EC%88%98%EB%8F%84%EA%B6%8C%20%EC%A0%84%EC%B2%A0%20%EC%88%98%EC%9D%B8%C2%B7%EB%B6%84%EB%8B%B9%EC%84%A0,,
future_network,구성,수인분당선,신갈,GTX-A,동탄,,needs_verification,topology_scaffold,https://namu.wiki/w/%EC%88%98%EB%8F%84%EA%B6%8C%20%EC%A0%84%EC%B2%A0%20%ED%99%98%EC%8A%B9%20%EC%A0%95%EB%B3%B4/%EC%88%98%EB%8F%84%EA%B6%8C%20%EC%A0%84%EC%B2%A0%20%EC%88%98%EC%9D%B8%C2%B7%EB%B6%84%EB%8B%B9%EC%84%A0,,
future_network,구성,수인분당선,신갈,GTX-A,성남,,needs_verification,topology_scaffold,https://namu.wiki/w/%EC%88%98%EB%8F%84%EA%B6%8C%20%EC%A0%84%EC%B2%A0%20%ED%99%98%EC%8A%B9%20%EC%A0%95%EB%B3%B4/%EC%88%98%EB%8F%84%EA%B6%8C%20%EC%A0%84%EC%B2%A0%20%EC%88%98%EC%9D%B8%C2%B7%EB%B6%84%EB%8B%B9%EC%84%A0,,
future_network,기흥,수인분당선,상갈,용인경전철,강남대,,needs_verification,topology_scaffold,https://namu.wiki/w/%EC%88%98%EB%8F%84%EA%B6%8C%20%EC%A0%84%EC%B2%A0%20%ED%99%98%EC%8A%B9%20%EC%A0%95%EB%B3%B4/%EC%88%98%EB%8F%84%EA%B6%8C%20%EC%A0%84%EC%B2%A0%20%EC%88%98%EC%9D%B8%C2%B7%EB%B6%84%EB%8B%B9%EC%84%A0,,
future_network,기흥,수인분당선,신갈,용인경전철,강남대,,needs_verification,topology_scaffold,https://namu.wiki/w/%EC%88%98%EB%8F%84%EA%B6%8C%20%EC%A0%84%EC%B2%A0%20%ED%99%98%EC%8A%B9%20%EC%A0%95%EB%B3%B4/%EC%88%98%EB%8F%84%EA%B6%8C%20%EC%A0%84%EC%B2%A0%20%EC%88%98%EC%9D%B8%C2%B7%EB%B6%84%EB%8B%B9%EC%84%A0,,
future_network,기흥,용인경전철,강남대,수인분당선,상갈,,needs_verification,topology_scaffold,https://namu.wiki/w/%EC%88%98%EB%8F%84%EA%B6%8C%20%EC%A0%84%EC%B2%A0%20%ED%99%98%EC%8A%B9%20%EC%A0%95%EB%B3%B4,,
future_network,기흥,용인경전철,강남대,수인분당선,신갈,,needs_verification,topology_scaffold,https://namu.wiki/w/%EC%88%98%EB%8F%84%EA%B6%8C%20%EC%A0%84%EC%B2%A0%20%ED%99%98%EC%8A%B9%20%EC%A0%95%EB%B3%B4,,
future_network,김포공항,5호선,개화산,김포골드라인,고촌,,needs_verification,topology_scaffold,https://namu.wiki/w/%EC%88%98%EB%8F%84%EA%B6%8C%20%EC%A0%84%EC%B2%A0%20%ED%99%98%EC%8A%B9%20%EC%A0%95%EB%B3%B4/%EC%88%98%EB%8F%84%EA%B6%8C%20%EC%A0%84%EC%B2%A0%205%ED%98%B8%EC%84%A0,,
future_network,김포공항,5호선,송정,김포골드라인,고촌,,needs_verification,topology_scaffold,https://namu.wiki/w/%EC%88%98%EB%8F%84%EA%B6%8C%20%EC%A0%84%EC%B2%A0%20%ED%99%98%EC%8A%B9%20%EC%A0%95%EB%B3%B4/%EC%88%98%EB%8F%84%EA%B6%8C%20%EC%A0%84%EC%B2%A0%205%ED%98%B8%EC%84%A0,,
future_network,김포공항,공항철도,계양,김포골드라인,고촌,,needs_verification,topology_scaffold,https://namu.wiki/w/%EC%88%98%EB%8F%84%EA%B6%8C%20%EC%A0%84%EC%B2%A0%20%ED%99%98%EC%8A%B9%20%EC%A0%95%EB%B3%B4,,
future_network,김포공항,공항철도,마곡나루,김포골드라인,고촌,,needs_verification,topology_scaffold,https://namu.wiki/w/%EC%88%98%EB%8F%84%EA%B6%8C%20%EC%A0%84%EC%B2%A0%20%ED%99%98%EC%8A%B9%20%EC%A0%95%EB%B3%B4,,
future_network,김포공항,김포골드라인,고촌,5호선,개화산,,needs_verification,topology_scaffold,https://namu.wiki/w/%EC%88%98%EB%8F%84%EA%B6%8C%20%EC%A0%84%EC%B2%A0%20%ED%99%98%EC%8A%B9%20%EC%A0%95%EB%B3%B4,,
future_network,김포공항,김포골드라인,고촌,5호선,송정,,needs_verification,topology_scaffold,https://namu.wiki/w/%EC%88%98%EB%8F%84%EA%B6%8C%20%EC%A0%84%EC%B2%A0%20%ED%99%98%EC%8A%B9%20%EC%A0%95%EB%B3%B4,,
future_network,김포공항,김포골드라인,고촌,9호선,개화,,needs_verification,topology_scaffold,https://namu.wiki/w/%EC%88%98%EB%8F%84%EA%B6%8C%20%EC%A0%84%EC%B2%A0%20%ED%99%98%EC%8A%B9%20%EC%A0%95%EB%B3%B4,,
future_network,김포공항,김포골드라인,고촌,9호선,공항시장,,needs_verification,topology_scaffold,https://namu.wiki/w/%EC%88%98%EB%8F%84%EA%B6%8C%20%EC%A0%84%EC%B2%A0%20%ED%99%98%EC%8A%B9%20%EC%A0%95%EB%B3%B4,,
future_network,김포공항,김포골드라인,고촌,공항철도,계양,,needs_verification,topology_scaffold,https://namu.wiki/w/%EC%88%98%EB%8F%84%EA%B6%8C%20%EC%A0%84%EC%B2%A0%20%ED%99%98%EC%8A%B9%20%EC%A0%95%EB%B3%B4,,
future_network,김포공항,김포골드라인,고촌,공항철도,마곡나루,,needs_verification,topology_scaffold,https://namu.wiki/w/%EC%88%98%EB%8F%84%EA%B6%8C%20%EC%A0%84%EC%B2%A0%20%ED%99%98%EC%8A%B9%20%EC%A0%95%EB%B3%B4,,
future_network,김포공항,김포골드라인,고촌,서해선,능곡,,needs_verification,topology_scaffold,https://namu.wiki/w/%EC%88%98%EB%8F%84%EA%B6%8C%20%EC%A0%84%EC%B2%A0%20%ED%99%98%EC%8A%B9%20%EC%A0%95%EB%B3%B4,,
future_network,김포공항,김포골드라인,고촌,서해선,원종,,needs_verification,topology_scaffold,https://namu.wiki/w/%EC%88%98%EB%8F%84%EA%B6%8C%20%EC%A0%84%EC%B2%A0%20%ED%99%98%EC%8A%B9%20%EC%A0%95%EB%B3%B4,,
future_network,김포공항,서해선,능곡,김포골드라인,고촌,,needs_verification,topology_scaffold,https://namu.wiki/w/%EC%88%98%EB%8F%84%EA%B6%8C%20%EC%A0%84%EC%B2%A0%20%ED%99%98%EC%8A%B9%20%EC%A0%95%EB%B3%B4,,
future_network,김포공항,서해선,원종,김포골드라인,고촌,,needs_verification,topology_scaffold,https://namu.wiki/w/%EC%88%98%EB%8F%84%EA%B6%8C%20%EC%A0%84%EC%B2%A0%20%ED%99%98%EC%8A%B9%20%EC%A0%95%EB%B3%B4,,
future_network,대곡,GTX-A,연신내,3호선,백석,,needs_verification,topology_scaffold,https://namu.wiki/w/%EC%88%98%EB%8F%84%EA%B6%8C%20%EC%A0%84%EC%B2%A0%20%ED%99%98%EC%8A%B9%20%EC%A0%95%EB%B3%B4,,
future_network,대곡,GTX-A,연신내,3호선,화정,,needs_verification,topology_scaffold,https://namu.wiki/w/%EC%88%98%EB%8F%84%EA%B6%8C%20%EC%A0%84%EC%B2%A0%20%ED%99%98%EC%8A%B9%20%EC%A0%95%EB%B3%B4,,
future_network,대곡,GTX-A,연신내,경의중앙선,곡산,,needs_verification,topology_scaffold,https://namu.wiki/w/%EC%88%98%EB%8F%84%EA%B6%8C%20%EC%A0%84%EC%B2%A0%20%ED%99%98%EC%8A%B9%20%EC%A0%95%EB%B3%B4,,
future_network,대곡,GTX-A,연신내,경의중앙선,능곡,,needs_verification,topology_scaffold,https://namu.wiki/w/%EC%88%98%EB%8F%84%EA%B6%8C%20%EC%A0%84%EC%B2%A0%20%ED%99%98%EC%8A%B9%20%EC%A0%95%EB%B3%B4,,
future_network,대곡,GTX-A,연신내,서해선,곡산,,needs_verification,topology_scaffold,https://namu.wiki/w/%EC%88%98%EB%8F%84%EA%B6%8C%20%EC%A0%84%EC%B2%A0%20%ED%99%98%EC%8A%B9%20%EC%A0%95%EB%B3%B4,,
future_network,대곡,GTX-A,연신내,서해선,능곡,,needs_verification,topology_scaffold,https://namu.wiki/w/%EC%88%98%EB%8F%84%EA%B6%8C%20%EC%A0%84%EC%B2%A0%20%ED%99%98%EC%8A%B9%20%EC%A0%95%EB%B3%B4,,
future_network,대곡,GTX-A,킨텍스,3호선,백석,,needs_verification,topology_scaffold,https://namu.wiki/w/%EC%88%98%EB%8F%84%EA%B6%8C%20%EC%A0%84%EC%B2%A0%20%ED%99%98%EC%8A%B9%20%EC%A0%95%EB%B3%B4,,
future_network,대곡,GTX-A,킨텍스,3호선,화정,,needs_verification,topology_scaffold,https://namu.wiki/w/%EC%88%98%EB%8F%84%EA%B6%8C%20%EC%A0%84%EC%B2%A0%20%ED%99%98%EC%8A%B9%20%EC%A0%95%EB%B3%B4,,
future_network,대곡,GTX-A,킨텍스,경의중앙선,곡산,,needs_verification,topology_scaffold,https://namu.wiki/w/%EC%88%98%EB%8F%84%EA%B6%8C%20%EC%A0%84%EC%B2%A0%20%ED%99%98%EC%8A%B9%20%EC%A0%95%EB%B3%B4,,
future_network,대곡,GTX-A,킨텍스,경의중앙선,능곡,,needs_verification,topology_scaffold,https://namu.wiki/w/%EC%88%98%EB%8F%84%EA%B6%8C%20%EC%A0%84%EC%B2%A0%20%ED%99%98%EC%8A%B9%20%EC%A0%95%EB%B3%B4,,
future_network,대곡,GTX-A,킨텍스,서해선,곡산,,needs_verification,topology_scaffold,https://namu.wiki/w/%EC%88%98%EB%8F%84%EA%B6%8C%20%EC%A0%84%EC%B2%A0%20%ED%99%98%EC%8A%B9%20%EC%A0%95%EB%B3%B4,,
future_network,대곡,GTX-A,킨텍스,서해선,능곡,,needs_verification,topology_scaffold,https://namu.wiki/w/%EC%88%98%EB%8F%84%EA%B6%8C%20%EC%A0%84%EC%B2%A0%20%ED%99%98%EC%8A%B9%20%EC%A0%95%EB%B3%B4,,
future_network,대곡,경의중앙선,곡산,GTX-A,연신내,,needs_verification,topology_scaffold,https://namu.wiki/w/%EC%88%98%EB%8F%84%EA%B6%8C%20%EC%A0%84%EC%B2%A0%20%ED%99%98%EC%8A%B9%20%EC%A0%95%EB%B3%B4/%EC%88%98%EB%8F%84%EA%B6%8C%20%EC%A0%84%EC%B2%A0%20%EA%B2%BD%EC%9D%98%C2%B7%EC%A4%91%EC%95%99%EC%84%A0,,
future_network,대곡,경의중앙선,곡산,GTX-A,킨텍스,,needs_verification,topology_scaffold,https://namu.wiki/w/%EC%88%98%EB%8F%84%EA%B6%8C%20%EC%A0%84%EC%B2%A0%20%ED%99%98%EC%8A%B9%20%EC%A0%95%EB%B3%B4/%EC%88%98%EB%8F%84%EA%B6%8C%20%EC%A0%84%EC%B2%A0%20%EA%B2%BD%EC%9D%98%C2%B7%EC%A4%91%EC%95%99%EC%84%A0,,
future_network,대곡,경의중앙선,능곡,GTX-A,연신내,,needs_verification,topology_scaffold,https://namu.wiki/w/%EC%88%98%EB%8F%84%EA%B6%8C%20%EC%A0%84%EC%B2%A0%20%ED%99%98%EC%8A%B9%20%EC%A0%95%EB%B3%B4/%EC%88%98%EB%8F%84%EA%B6%8C%20%EC%A0%84%EC%B2%A0%20%EA%B2%BD%EC%9D%98%C2%B7%EC%A4%91%EC%95%99%EC%84%A0,,
future_network,대곡,경의중앙선,능곡,GTX-A,킨텍스,,needs_verification,topology_scaffold,https://namu.wiki/w/%EC%88%98%EB%8F%84%EA%B6%8C%20%EC%A0%84%EC%B2%A0%20%ED%99%98%EC%8A%B9%20%EC%A0%95%EB%B3%B4/%EC%88%98%EB%8F%84%EA%B6%8C%20%EC%A0%84%EC%B2%A0%20%EA%B2%BD%EC%9D%98%C2%B7%EC%A4%91%EC%95%99%EC%84%A0,,
future_network,대곡,서해선,곡산,GTX-A,연신내,,needs_verification,topology_scaffold,https://namu.wiki/w/%EC%88%98%EB%8F%84%EA%B6%8C%20%EC%A0%84%EC%B2%A0%20%ED%99%98%EC%8A%B9%20%EC%A0%95%EB%B3%B4,,
future_network,대곡,서해선,곡산,GTX-A,킨텍스,,needs_verification,topology_scaffold,https://namu.wiki/w/%EC%88%98%EB%8F%84%EA%B6%8C%20%EC%A0%84%EC%B2%A0%20%ED%99%98%EC%8A%B9%20%EC%A0%95%EB%B3%B4,,
future_network,대곡,서해선,능곡,GTX-A,연신내,,needs_verification,topology_scaffold,https://namu.wiki/w/%EC%88%98%EB%8F%84%EA%B6%8C%20%EC%A0%84%EC%B2%A0%20%ED%99%98%EC%8A%B9%20%EC%A0%95%EB%B3%B4,,
future_network,대곡,서해선,능곡,GTX-A,킨텍스,,needs_verification,topology_scaffold,https://namu.wiki/w/%EC%88%98%EB%8F%84%EA%B6%8C%20%EC%A0%84%EC%B2%A0%20%ED%99%98%EC%8A%B9%20%EC%A0%95%EB%B3%B4,,
future_network,대방,1호선,노량진,신림선,샛강,,needs_verification,topology_scaffold,https://namu.wiki/w/%EC%88%98%EB%8F%84%EA%B6%8C%20%EC%A0%84%EC%B2%A0%20%ED%99%98%EC%8A%B9%20%EC%A0%95%EB%B3%B4/%EC%88%98%EB%8F%84%EA%B6%8C%20%EC%A0%84%EC%B2%A0%201%ED%98%B8%EC%84%A0,,
future_network,대방,1호선,노량진,신림선,서울지방병무청,,needs_verification,topology_scaffold,https://namu.wiki/w/%EC%88%98%EB%8F%84%EA%B6%8C%20%EC%A0%84%EC%B2%A0%20%ED%99%98%EC%8A%B9%20%EC%A0%95%EB%B3%B4/%EC%88%98%EB%8F%84%EA%B6%8C%20%EC%A0%84%EC%B2%A0%201%ED%98%B8%EC%84%A0,,
future_network,대방,1호선,신길,신림선,샛강,,needs_verification,topology_scaffold,https://namu.wiki/w/%EC%88%98%EB%8F%84%EA%B6%8C%20%EC%A0%84%EC%B2%A0%20%ED%99%98%EC%8A%B9%20%EC%A0%95%EB%B3%B4/%EC%88%98%EB%8F%84%EA%B6%8C%20%EC%A0%84%EC%B2%A0%201%ED%98%B8%EC%84%A0,,
